,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
97321,MA010120220801775158,삼성공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590006,1,대지,159,6.0,서울특별시 마포구 동교동 159-6,114403113014,서울특별시 마포구 양화로,157.0,,1144012100101590006022657,파라다이스텔,서울특별시 마포구 양화로 157,121898,3995,,,,126.922927847689,37.556682018566
97486,MA010120220801952442,누리엠앤디,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590006,1,대지,159,6.0,서울특별시 마포구 동교동 159-6,114403113014,서울특별시 마포구 양화로,157.0,,1144012100101590006022657,파라다이스텔,서울특별시 마포구 양화로 157,121898,3995,,,,126.922927847689,37.556682018566
98156,MA010120220802585318,빈티지하이,,G2,소매,G209,섬유·의복·신발 소매,G20901,남성 의류 소매업,G47411,남자용 겉옷 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101640005,1,대지,164,5.0,서울특별시 마포구 동교동 164-5,114403113015,서울특별시 마포구 어울마당로,131.0,1.0,1144012100101640005021937,,서울특별시 마포구 어울마당로 131-1,121817,4050,,1,,126.924485208878,37.5562096546546
98944,MA010120220803107137,"플라워,헤아",,G2,소매,G219,식물 소매,G21901,꽃집,G47851,화초 및 식물 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000029,1,대지,200,29.0,서울특별시 마포구 동교동 200-29,114403112014,서울특별시 마포구 동교로,193.0,,1144012100102000029022034,동진빌딩,서울특별시 마포구 동교로 193,121819,3993,,7,,126.922517238605,37.5576874352908
99130,MA010120220803068747,아즈나요가,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000024,1,대지,200,24.0,서울특별시 마포구 동교동 200-24,114403112014,서울특별시 마포구 동교로,201.0,,1144012100102000024012069,,서울특별시 마포구 동교로 201,121819,3993,,4,,126.922951068716,37.558213996138
99272,MA010120220802985774,니치트러스트컴퍼니,,N1,시설관리·임대,N108,기타 사업 서비스,N10802,전시/컨벤션/행사 대행 서비스업,N75992,"전시, 컨벤션 및 행사 대행업",11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
99456,MA010120220803248684,더블유락볼링장홍대지점,,R1,예술·스포츠,R103,스포츠 서비스,R10309,볼링장,R91134,볼링장 운영업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
99526,MA010120220803213043,통통돼지,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103460046,1,대지,346,46.0,서울특별시 마포구 서교동 346-46,114403113015,서울특별시 마포구 어울마당로,126.0,1.0,1144012000103460046010137,,서울특별시 마포구 어울마당로 126-1,121837,4055,,,,126.924176636753,37.5556301783619
99741,MA010120220803175775,마포곱창1,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56113,한식 육류 요리 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101690007,1,대지,169,7.0,서울특별시 마포구 동교동 169-7,114403113015,서울특별시 마포구 어울마당로,141.0,1.0,1144012100101690031021960,,서울특별시 마포구 어울마당로 141-1,121818,4051,,1,,126.92557876929,37.5565079438638
100210,MA010120220803291163,사인웨이브,,M1,과학·기술,M105,광고,M10504,광고물 설계/제작업,M71393,"광고물 문안, 도안, 설계 등 작성업",11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
100316,MA010120220803400238,매경공인중개사,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,14,,126.923434201278,37.5561009615472
100480,MA010120220803445849,한국품질관리원,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
102899,MA010120220803803781,모던파파스,,G2,소매,G213,오락용품 소매,G21301,서점,G47611,"서적, 신문 및 잡지류 소매업",11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660014,1,대지,166,14.0,서울특별시 마포구 동교동 166-14,114403113014,서울특별시 마포구 양화로,176.0,,1144012100101660014028737,동교동스타피카소,서울특별시 마포구 양화로 176,121818,4051,,7,,126.924968379283,37.5572412394843
103743,MA010120220803670286,더쿠,,G2,소매,G213,오락용품 소매,G21306,장난감 소매업,G47640,"게임용구, 인형 및 장난감 소매업",11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101640017,1,대지,164,17.0,서울특별시 마포구 동교동 164-17,114404139620,서울특별시 마포구 홍익로6길,38.0,,1144012100101640017011775,,서울특별시 마포구 홍익로6길 38,121817,4050,,1,,126.923754690579,37.5558515925537
104022,MA010120220803989815,젤라또컴퍼니,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000029,1,대지,200,29.0,서울특별시 마포구 동교동 200-29,114403112014,서울특별시 마포구 동교로,193.0,,1144012100102000029022034,동진빌딩,서울특별시 마포구 동교로 193,121819,3993,,7,,126.922517238605,37.5576874352908
104119,MA010120220803971263,씨앤케이컨설팅,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
105603,MA010120220804023099,플랩플랜,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
110289,MA010120220804498744,로컬미디어,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101580012,1,대지,158,12.0,서울특별시 마포구 동교동 158-12,114403112014,서울특별시 마포구 동교로,186.0,,1144012100101580012021913,,서울특별시 마포구 동교로 186,121898,3995,,5,,126.922065193948,37.5568543533972
110338,MA010120220804488354,애드라이브,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101560002,1,대지,156,2.0,서울특별시 마포구 동교동 156-2,114403113014,서울특별시 마포구 양화로,175.0,,1144012100101560002022656,마젤란21오피스텔,서울특별시 마포구 양화로 175,121816,3994,,,,126.924349898273,37.5577491983899
111338,MA010120220805071733,학필라테스스튜디오,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,R91139,그 외 기타 스포츠시설 운영업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,6,,126.923434201278,37.5561009615472
111475,MA010120220805050852,리원인사노무컨설팅,,M1,과학·기술,M103,법무관련 ,M10307,공인노무사,M71109,기타 법무관련 서비스업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
112494,MA010120220805243068,메이드유의원,,Q1,보건의료,Q102,의원,Q10204,피부/비뇨기과 의원,Q86201,일반의원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590001,1,대지,159,1.0,서울특별시 마포구 동교동 159-1,114403113014,서울특별시 마포구 양화로,165.0,,1144012100101590001011730,상진빌딩,서울특별시 마포구 양화로 165,121756,3995,,12,,126.923599454067,37.5572017356505
112954,MA010120220805193928,잇츠아이티,,G2,소매,G209,섬유·의복·신발 소매,G20901,남성 의류 소매업,G47411,남자용 겉옷 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101550015,1,대지,155,15.0,서울특별시 마포구 동교동 155-15,114403113014,서울특별시 마포구 양화로,177.0,,1144012100101550015011708,,서울특별시 마포구 양화로 177,121816,3994,,4,,126.924732983822,37.5578698230108
113068,MA0101202209A0081891,뉴니드,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,M73201,인테리어 디자인업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
113323,MA010120220805268050,배떼기곱창,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56113,한식 육류 요리 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101690002,1,대지,169,2.0,서울특별시 마포구 동교동 169-2,114404139424,서울특별시 마포구 양화로18안길,26.0,6.0,1144012100101690002021950,,서울특별시 마포구 양화로18안길 26-6,121818,4051,,1,,126.92600543585,37.5567460960141
113396,MA010120220805334832,엔컴,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470020,1,대지,347,20.0,서울특별시 마포구 서교동 347-20,114404139464,서울특별시 마포구 와우산로27길,76.0,,1144012000103470020010151,,서울특별시 마포구 와우산로27길 76,121837,4053,,,,126.924650760481,37.5557155911702
113567,MA0101202212A0087007,마리첼,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101560002,1,대지,156,2.0,서울특별시 마포구 동교동 156-2,114403113014,서울특별시 마포구 양화로,175.0,,1144012100101560002022656,마젤란21오피스텔,서울특별시 마포구 양화로 175,121816,3994,,,,126.924349898273,37.5577491983899
113683,MA0101202212A0008402,티앤씨미디어컴퍼니,,M1,과학·기술,M105,광고,M10504,광고물 설계/제작업,M71393,"광고물 문안, 도안, 설계 등 작성업",11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590005,1,대지,159,5.0,서울특별시 마포구 동교동 159-5,114403113014,서울특별시 마포구 양화로,161.0,,1144012100101590005011731,케이스퀘어,서울특별시 마포구 양화로 161,121898,3995,,7,,126.923297793953,37.5569286733792
113688,MA0101202212A0041871,찐하오마라탕,,I2,음식,I202,중식,I20202,마라탕/훠궈,I56121,중식 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101640005,1,대지,164,5.0,서울특별시 마포구 동교동 164-5,114403113015,서울특별시 마포구 어울마당로,131.0,1.0,1144012100101640005021937,,서울특별시 마포구 어울마당로 131-1,121817,4050,,2,,126.924485208878,37.5562096546546
113693,MA0101202212A0055464,루미너스,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470019,1,대지,347,19.0,서울특별시 마포구 서교동 347-19,114404139464,서울특별시 마포구 와우산로27길,74.0,,1144012000103470019010149,,서울특별시 마포구 와우산로27길 74,121837,4053,,1,,126.924810484785,37.5556269419321
114091,MA0101202212A0052921,페느아트온라인원격학원,,P1,교육,P106,기타 교육,P10625,기타 기술/직업 훈련학원,P85669,기타 기술 및 직업 훈련학원,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
114725,MA0106202301A0500398,하이디라오,코리아,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660014,1,대지,166,14.0,서울특별시 마포구 동교동 166-14,114403113014,서울특별시 마포구 양화로,176.0,,1144012100101660014028737,동교동스타피카소,서울특별시 마포구 양화로 176,121818,4051,,5,,126.924968379283,37.5572412394843
115053,MA0101202301A0081455,이제마스터디카페,홍대점,R1,예술·스포츠,R102,도서관·사적지,R10202,독서실/스터디 카페,R90212,독서실 운영업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101690022,1,대지,169,22.0,서울특별시 마포구 동교동 169-22,114404139424,서울특별시 마포구 양화로18안길,22.0,,1144012100101690022000001,B&J빌딩,서울특별시 마포구 양화로18안길 22,121818,4051,,4,,126.925801478804,37.5567622612893
115136,MA0106202301A0197421,삼성전자서비스모바일홍대센터,,S2,수리·개인,S205,가전제품 수리,S20501,가전제품 수리업,S95310,가전제품 수리업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101560004,1,대지,156,4.0,서울특별시 마포구 동교동 156-4,114403113014,서울특별시 마포구 양화로,171.0,,1144012100101560004011719,,서울특별시 마포구 양화로 171,121816,3994,,4,,126.924036268793,37.5575210808859
115326,MA0106202301A0146698,커피빈홍대역8번출구점,코리아,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101680004,1,대지,168,4.0,서울특별시 마포구 동교동 168-4,114404139424,서울특별시 마포구 양화로18안길,7.0,,1144012100101680004011810,,서울특별시 마포구 양화로18안길 7,121818,4051,,,,126.925076311931,37.556818733935
115337,MA0106202301A0147968,공미학마포,홍대점,M1,과학·기술,M105,광고,M10504,광고물 설계/제작업,M71393,"광고물 문안, 도안, 설계 등 작성업",11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650005,1,대지,165,5.0,서울특별시 마포구 동교동 165-5,114403113014,서울특별시 마포구 양화로,162.0,,1144012100101650005011786,좋은사람들빌딩,서울특별시 마포구 양화로 162,121755,4050,,3,,126.923859692452,37.5564202041951
115631,MA0101202302A0064097,하모니마트홍대,입구점,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101680004,1,대지,168,4.0,서울특별시 마포구 동교동 168-4,114404139424,서울특별시 마포구 양화로18안길,7.0,,1144012100101680004011810,,서울특별시 마포구 양화로18안길 7,121818,4051,,1,,126.925076311931,37.556818733935
116068,MA0101202303A0114923,이안하우스,,I1,숙박,I101,일반 숙박,I10103,펜션,I55104,민박업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101580009,1,대지,158,9.0,서울특별시 마포구 동교동 158-9,114403112014,서울특별시 마포구 동교로,182.0,3.0,1144012100101580009021915,,서울특별시 마포구 동교로 182-3,121898,3995,,,,126.922145837504,37.5567559753924
116328,MA0106202201A0508313,원더플레이스홍대,2호점,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650004,1,대지,165,4.0,서울특별시 마포구 동교동 165-4,114403113014,서울특별시 마포구 양화로,164.0,,1144012100101650004011786,유림빌딩,서울특별시 마포구 양화로 164,121817,4050,,1,,126.924039202259,37.5565299649245
116455,MA0101202302A0039066,클럽월드투어,,N1,시설관리·임대,N105,여행사·보조,N10599,기타 여행 보조/예약 서비스업,N75290,기타 여행 보조 및 예약 서비스업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590006,1,대지,159,6.0,서울특별시 마포구 동교동 159-6,114403113014,서울특별시 마포구 양화로,157.0,,1144012100101590006022657,파라다이스텔,서울특별시 마포구 양화로 157,121898,3995,,6,,126.922927847689,37.556682018566
116775,MA0101202305A0142517,디자인메이지미술학원,,P1,교육,P106,기타 교육,P10611,미술학원,P85501,일반 교과학원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101640001,1,대지,164,1.0,서울특별시 마포구 동교동 164-1,114404139423,서울특별시 마포구 양화로18길,12.0,,1144012100101640001021940,두영빌딩,서울특별시 마포구 양화로18길 12,121817,4050,,3,,126.924605935521,37.5564720556499
117237,MA0101202303A0110650,코지310,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
117371,MA0101202305A0098563,뉴코인싱어노래연습장,,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103310017,1,대지,331,17.0,서울특별시 마포구 서교동 331-17,114403113015,서울특별시 마포구 어울마당로,140.0,,1144012000103310017009928,,서울특별시 마포구 어울마당로 140,121836,4053,,1,,126.925652747918,37.5560851287137
117414,MA0101202305A0195203,페이브스테이Favestay#2,,I1,숙박,I101,일반 숙박,I10103,펜션,I55104,민박업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103460016,1,대지,346,16.0,서울특별시 마포구 서교동 346-16,114404139616,서울특별시 마포구 홍익로2길,27.0,20.0,1144012000103460016024738,,서울특별시 마포구 홍익로2길 27-20,121837,4055,,2,,126.924360289199,37.5554516438598
118092,MA0101202305A0173136,진스타일,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000029,1,대지,200,29.0,서울특별시 마포구 동교동 200-29,114403112014,서울특별시 마포구 동교로,193.0,,1144012100102000029022034,동진빌딩,서울특별시 마포구 동교로 193,121819,3993,,7,,126.922517238605,37.5576874352908
118196,MA0101202305A0000853,지엠투어,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
118358,MA0101202307A0072101,카이,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101640010,1,대지,164,10.0,서울특별시 마포구 동교동 164-10,114403113015,서울특별시 마포구 어울마당로,127.0,,1144012100101640010011773,,서울특별시 마포구 어울마당로 127,121817,4050,,지,,126.923969314181,37.5558805799628
118401,MA0101202307A0096266,일로왁싱,홍대점,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,1,,126.923434201278,37.5561009615472
118780,MA0101202306A0070452,망고서울교육센터,,P1,교육,P107,교육 지원,P10799,기타 교육지원 서비스업,P85709,기타 교육지원 서비스업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
118793,MA0101202306A0089353,반천요홍대,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660014,1,대지,166,14.0,서울특별시 마포구 동교동 166-14,114403113014,서울특별시 마포구 양화로,176.0,,1144012100101660014028737,동교동스타피카소,서울특별시 마포구 양화로 176,121818,4051,,3,,126.924968379283,37.5572412394843
119033,MA0101202306A0061059,이태리양조장연남점,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101530033,1,대지,153,33.0,서울특별시 마포구 동교동 153-33,114403112014,서울특별시 마포구 동교로,210.0,,1144012100101530033011689,태전빌딩,서울특별시 마포구 동교로 210,121816,3994,,1,,126.923771363084,37.5586269439192
119277,MA0101202307A0086323,이랜드이츠애슐리퀸즈,홍대점,I2,음식,I204,서양식,I20403,패밀리레스토랑,I56123,서양식 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660014,1,대지,166,14.0,서울특별시 마포구 동교동 166-14,114403113014,서울특별시 마포구 양화로,176.0,,1144012100101660014028737,동교동스타피카소,서울특별시 마포구 양화로 176,121818,4051,,3,,126.924968379283,37.5572412394843
119307,MA0101202307A0017056,청소가좋아,,N1,시설관리·임대,N102,청소·방제,N10201,건축물 일반 청소업,N74211,건축물 일반 청소업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
121040,MA0101202310A0085755,룩스디자인1212,,P1,교육,P106,기타 교육,P10627,컴퓨터 학원,P85691,컴퓨터 학원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
122753,MA010120220805475819,모두다,,R1,예술·스포츠,R104,유원지·오락,R10499,기타 오락관련 서비스업,R91299,그 외 기타 분류 안된 오락관련 서비스업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000029,1,대지,200,29.0,서울특별시 마포구 동교동 200-29,114403112014,서울특별시 마포구 동교로,193.0,,1144012100102000029022034,동진빌딩,서울특별시 마포구 동교로 193,121819,3993,,7,,126.922517238605,37.5576874352908
123365,MA010120220805898923,힐링,,S2,수리·개인,S208,욕탕·신체관리,S20802,마사지/안마,S96122,마사지업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101580014,1,대지,158,14.0,서울특별시 마포구 동교동 158-14,114403112014,서울특별시 마포구 동교로,188.0,,1144012100101580014011722,,서울특별시 마포구 동교로 188,121898,3995,,,,126.92221114159,37.556936779299
124209,MA010120220806441669,앤룩,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101540015,1,대지,154,15.0,서울특별시 마포구 동교동 154-15,114404139529,서울특별시 마포구 월드컵북로2길,81.0,,1144012100101540015011696,,서울특별시 마포구 월드컵북로2길 81,121816,3994,,3,,126.924410675815,37.5582453233885
124781,MA010120220806593998,호텔로드,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,M71531,경영 컨설팅업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
124803,MA010120220806585721,브룸,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660005,1,대지,166,5.0,서울특별시 마포구 동교동 166-5,114404139620,서울특별시 마포구 홍익로6길,83.0,,1144012100101660005011790,,서울특별시 마포구 홍익로6길 83,121818,4051,,2,,126.925543329194,37.5573996498948
125002,MA010120220806624754,바른손더블유아이피,,G2,소매,G211,가구 소매,G21101,가구 소매업,G47520,가구 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000034,1,대지,200,34.0,서울특별시 마포구 동교동 200-34,114404139112,서울특별시 마포구 동교로27길,3.0,12.0,1144012100102000034012074,동교동빌딩,서울특별시 마포구 동교로27길 3-12,121819,3993,,1,,126.922623011614,37.558201992543
125224,MA010120220806690621,아르결,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,2,,126.924502352231,37.5558043432705
125285,MA010120220806707823,에스에이치서울,,I1,숙박,I101,일반 숙박,I10103,펜션,I55109,기타 일반 및 생활 숙박시설 운영업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101560002,1,대지,156,2.0,서울특별시 마포구 동교동 156-2,114403113014,서울특별시 마포구 양화로,175.0,,1144012100101560002022656,마젤란21오피스텔,서울특별시 마포구 양화로 175,121816,3994,,,,126.924349898273,37.5577491983899
